Unnamed: 0	PMID	title	abstract
119	11139194	meshd000911 to conformational meshd000939 of the meshd008562 of meshd016088 potential application to competitive-inhibition meshd004797 for detecting meshd000906 in meshd006041 sera	four meshd007136 g1 meshd000911 mabs to the gp135 surface envelope meshd006023 su of the 79-63 isolate of meshd016088 meshd016088 referred to as meshd016088-63 were characterized and evaluated for their meshd001076 to compete with antibody from meshd016088-infected meshd006041 three meshd051189 mabs mabs gpb16a 29a and 74a and one caprine mab mab f7-299 were examined all mabs reacted in meshd003101 dot blots with native meshd016088-63 su purified by mab f7-299 meshd002846 whereas none reacted with denatured and reduced su all mabs reacted in meshd015153 with purified meshd016088-63 su or the su component of whole-meshd014780 lysate following denaturation in the absence of meshd019163 indicating that intramolecular meshd004220 bonding was essential for meshd000939 integrity meshd017038 meshd004063 of su abolished the reactivities of mabs 74a and f7-299 whereas meshq000628 of su with n-acetylneuraminate meshd006026 meshd009439 a under nonreducing conditions enhanced the reactivities of all mabs as well as polyclonal meshd006041 sera mabs 29a and f7-299 were cross-reactive with the su of an independent meshd013180 of meshd016088 meshd016088-co by meshd004797 meshd004797 the reactivities of meshd006735 hrp-conjugated mabs 16a and 29a with homologous meshd016088-63 su were 10 of that of hrp-conjugated mab 74a the reactivity of hrp-conjugated mab 74a was blocked by sera from meshd006041 immunized with meshd016088-63 su or infected with meshd016088-63 the reactivity of mab 74a was also blocked by sera from meshd006041 infected with a meshd016088-co molecular meshd002999 although mab 74a did not react with meshd016088-co su in meshd015153 thus meshd006041 infected with either meshd016088-63 or meshd016088-co make meshd000906 that inhibit binding of mab 74a to meshd016088-63 su a competitive-inhibition meshd004797 based on displacement of mab 74a reactivity has potential applicability for the serologic meshd003933 of meshd016088 meshd007239
120	7487082	meshq000302 of the meshd011125 apc meshd005796 product	meshd009154 of the meshd011125 apc meshd005796 is responsible for meshd011125 and is an etiologic factor for meshd041981 meshd009369 although the meshd017491 product apc is believed to meshd010988 a meshd012380 in meshq000254 suppression of colonocytes the underlying mechanism is not clear however recent evidence does suggest that apc is a meshd008869 map and like other maps it can be phosphorylated as we have shown to facilitate studies of apc meshq000502 we purified the apc meshd011506 to purify the full-length apc meshd011506 hct116 meshd006801 meshd003110 meshd002477 were lysed and the particulate fraction from the lysate was extracted with meshd000645 followed by meshd012685 and meshc007369-sephacel column fractionation and then by meshd013395 meshd015725 meshd002499 the final purified apc fraction was determined to be about 1000-fold enriched in apc the availability of purified apc meshd014836 be valuable in investigating possible meshq000254-suppressing mechanisms of apc including specific sites of apc meshd010766 and apcs interaction with other cellular meshd011506
121	8960360	meshq000032 of interactions between the subunits of meshd047390	meshd047390 which was formerly known as meshd047390 is a highly conserved meshd011506 meshd012694meshd017346 implicated in the meshq000517 of meshd049109 through its meshd010766 of regulatory meshd009687 the meshd004798 consists of catalytic alpha and or alpha subunits and beta subunits that modulate the activity of the meshd020134 these subunits are arranged in homotetrameric ie alpha 2 beta 2 or alpha 2 beta 2 or heterotetrameric ie alpha alpha beta 2 complexes we previously demonstrated using the meshd020798 that alpha or alpha subunits can interact with beta subunits but not other alpha or alpha subunits by comparison beta subunits can interact with alpha or alpha and with beta subunits suggesting that the meshd047390 meshd020035 meshd020478 because of the meshd001076 of beta subunits to dimerize bringing two heterodimers alpha beta or alpha beta into a tetrameric complex in the present study we used the meshd020798 to examine the domains of interactions between the alpha and beta subunits of meshd047390 these studies indicate that the meshd001076 of beta to interact with alpha resides within the carboxy-terminal domain of beta by comparison our studies suggest that individual domains of alpha are not sufficient for interactions with beta
122	8275421	low rate of ret meshd011519 activation ptcrettpc in meshd000077273 from meshd012529	the ret meshd011519 activation ptcrettpc meshd009857 in meshd013961 meshd002291 has been reported in different meshd011153 with different meshq000453 meshd013961 meshd002291 appears to behave more aggressively in the meshd019156 region than elsewhere in the current study the meshq000453 of ptcrettpc meshd009857 in meshd013961 meshd009369 from meshd012529 was investigated ptcrettpc meshd009857 transcripts were analyzed by the meshd016133 amplification of meshd018076 synthesized by meshq000628 of total meshd012313 with meshd012194 seven multinodular meshd006042 1 meshd000236 4 follicular meshd002277 40 meshd002291 and 5 meshd002277 were studied only one meshd002291 specimen was found to have ptcrettpc meshd009857 transcripts the breakpoint of the rearranged ptcrettpc meshd009857 is identical to that previously described the ptcrettpc-positive sample was also examined for p53 meshd016147 meshd009154 in meshd005091 5-8 one transitional meshd017354 was detected at meshd003062 161 gcc to acc changing ala to thr this study questions the relevance of ptcrettpc meshd009857 in the meshd063646 of meshd013961 meshd002291 in the saudi meshd011153 meshd000068617 among meshd044469 may contribute to the different meshq000453 of ptcrettpc meshd009857 in meshd013961 meshd002291
123	11072645	rare and atypical meshd020478 of meshd008881	the rare meshd020478 of meshd008881 should be studied so that they can be recognized thereby avoiding meshd003951 and unnecessary complementary investigations these rare meshd020478 can be divided into three categories 1 atypical meshd004827 characterized by the following their semiology visual or sensory meshd007088 or meshd006212 their manner of onset sudden onset of meshd004827 with meshq000254 of meshd008881 in under four minutes their duration meshd004827 prolonged for between 60 minutes and seven days meshd004827 with absence of accompanying meshd006261 this meshd020478 of meshd008881 could be confused with a case of meshd004828 or ait and raises a problem of meshd003937 requiring an etiological investigation to ensure correct meshd003933 2 clinical meshd020478 which are for the most part recognized by the international meshd006261 societys ihs meshd002965 ie meshd020325 meshd020325 meshd060486 and the rare meshq000453 of meshd012172 meshd008881 confusional meshd008881 a disorder which is mainly encountered in childhood has not been categorized by the ihs but may be part of the symptomatology of the above-described meshd020478 and 3 meshq000556 meshd008881 in which a triggering mechanism meshq000209 meshd008881 attacks to appear in a subject who was not previously affected by this disorder this category covers post-traumatic meshd008881 meshd008881 of cervical origin the co-meshd009017 of meshd008881 and meshd012640 and rare cases of symptomatic meshd008881 which are indicative of underlying general meshd004194 or an intracranial lesion ie a meshd009369 or meshd001165
124	8109990	genetic alterations of meshd006801 meshd015179	genetic alterations of several meshd009857 and meshd016147 are associated with meshd006801 colorectal meshd063646 especially in meshd009154 the k-ras p53 apc and meshd016163 frequently occurred and these meshd005796 alterations seem to have important meshd012380 in colorectal meshd063646 we investigated 28 meshd006801 meshd003110 specimens obtained from meshq000601 and five meshd006801 meshd003110 meshd002460 by meshd016133-meshd018807 meshq000032 meshd016133-osh meshq000032 rt-meshd016133 or sequencing meshd008722 forty percent of meshd009369 from surgical specimens had ki-ras 2 meshd003062 1213 p53 meshd005091 5-8 apc mcr meshd005796 meshd009154 and fifty-seven percent of them had lower expression of meshd016163 that of normal matched meshd003106 meshd009092 of the same meshd010361 g to a transition was the most frequent in k-ras mutational spectrum in this case 25 of meshd010361 had both k-ras and meshd016158 meshd017354 meshd020478 the results we concluded that it in colorectal meshd063646 for both k-ras and meshd016158 meshd017354 might not necessary occur
125	7854378	meshd001244 between meshd000073865 and meshd009154 of the meshd016158 in meshd000077195	although meshd016021 have long associated meshd014026 and alcohol meshq000706 with the meshq000254 of meshd000077195 the molecular targets of these meshd002273 have yet to be identified we performed a molecular meshq000032 to determine the pattern of meshd009154 in the meshd016158 in meshd009369 from meshd010361 with meshd000077195 and a meshq000266 of meshd014026 or alcohol meshq000706 meshd017421 of the conserved regions of the meshd016158 was performed in meshd009369 samples from 129 meshd010361 with primary meshd000077195 we then used statistical meshq000032 to identify any meshd010361 characteristics associated with meshd009154 of the meshd016158 we found p53 meshd009154 in 42 percent of the meshd010361 54 of 129 fifty-eight percent of the meshd010361 who smoked meshd062789 and used alcohol 37 of 64 95 percent meshd016001 45 to 70 percent 33 percent of the meshd010361 who smoked but abstained from alcohol 13 of 39 95 percent meshd016001 19 to 50 percent and 17 percent of the meshd010361 who neither smoked nor drank alcohol 4 of 24 95 percent meshd016001 5 to 37 percent had p53 meshd009154 p  0001 two meshd010361 used alcohol but did not meshd012906 and neither had a p53 meshd009154 furthermore 100 percent of the meshd009154 in the meshd010361 who neither drank nor smoked occurred at sites containing meshd003562 meshd010710 meshd006151 dinucleotides potentially representing endogenous meshd009154 within the meshd016158 5 of 5 meshd009154 95 percent meshd016001 48 to 100 percent whereas only 23 percent of those in meshd062789 meshd000074285 consisted of such changes 12 of 53 meshd009154 95 percent meshd016001 12 to 36 percent p  0001 in our study a meshq000266 of meshd014026 and alcohol meshq000706 was associated with a high meshq000453 of p53 meshd009154 in meshd010361 with meshd000077195 preliminary evidence linked meshd000073865 to p53 meshd009154 at nonendogenous meshd009154 sites our meshq000175 suggest a meshd012380 for meshd014026 in the molecular progression of meshd000077195 and support the epidemiologic evidence that abstinence from meshd012907 is important to prevent meshd006258
126	10961047	meshd006816 a meshd016454	meshd006816 hd is a hereditary autosomal dominant meshd019636 characterized by motor cognitive and psychiatric meshq000175 it meshd000339 about 1 in 10000 individuals the onset of meshq000175 typically occurs in the third or fourth decade of meshd019369 though it may appear at any age the molecular basis of the meshd004194 is the expansion of the trinucleotide cag in the first meshd005091 of a meshd005796 on meshd002875 four 4p 163 this meshd005796 encodes the meshd011506 huntingtin of 3136 meshd000596 the meshd009154 of huntingtin produces an expanded stretch of meshd005973 gln residues this cagpolygln expansion has 6 to 39 units in normal individuals and 36 to 180 units in hd meshd010361 the normal meshq000502 of huntingtin and the pathogenic mechanisms caused by the expanded polygln of mutant huntingtin remain incompletely characterized huntingtin appears to be associated with meshd013572 andor meshd008870 and seems to have an important meshd012380 in vesicular transport andor the binding to the meshd003599 it is meshd013850 that this meshd011506 is important in meshd047108 and that its mutant meshd020478 alters the meshq000502 of the mitochondrial meshd004579 the toxic gain of meshq000502 caused by huntingtin could either be an overactivity of the normal meshq000502 or the introduction of a novel meshq000502 its interactions with other meshd011506 could meshd007854 to an impairment of the cellular meshq000502 or to its own meshd058105 to meshd020478 insoluble aggregates the intraneuronal aggregates could meshd000339 meshd005796 transcription meshd011506 interactions meshd021381 inside the nucleus and meshd003593 and the vesicular transport however since a meshd004213 between the aggregation of huntingtin and the selective pattern of striatal neuronal loss has been demonstrated it is believed that other properties of the mutant huntingtin like meshd059748 and the interactions with other meshd011506 that meshd000339 vesicular trafficking and meshd021581 could be responsible for the neurodegeneration on gross examination 80 of hd meshd001921 show meshd001284 of the meshd005625 a bilateral symmetric meshd001284 of the striatum is observed in 95 of the hd meshd001921 the mean meshd001921 weight in hd meshd010361 is approximately 30 lower than in normal individuals striatal degeneration has an ordered and topographic meshq000600 the meshd013623 of the meshd002421 shows more degeneration than the meshd006257 the caudate meshd001284 is associated to a gradual meshd001284 and neuronal loss in other meshd001921 regions as the meshd004194 progresses the striatal and meshd002540 meshd011385 meshd009474 are much more susceptible to the meshd004194 than meshd007395 in the meshd017072 the levels of meshd005680 meshd004399 and meshd013373 are decreased but the concentrations of meshd013004 and meshd009478 increase an impairment of meshd004734 in hd and a meshd012680 to meshd018384 and to the cytotoxic effects of meshd018698 seem to contribute to the neuronal meshd003643 in hd it is proposed that meshd008550 should be assayed in meshd018929 and in meshd030801 due to its potent meshd000975 and meshd016166 properties
127	10488185	meshd012698 of meshd020031 by using recombinant viral meshd002213 meshd000941 fragments and autologous meshd050939	using recombinant 15- to 30-kda fragments and fusion with meshd005982 gst we investigated the seroreactivity of three large structural meshd011506 of meshd004854 meshd004854 p150 bclf1 meshd002213 p143 bnrf1 tegument and gp125 balf4 meshd008566 in meshd015153 none of 13 fragments tested however was qualified for diagnostic application in contrast the two small viral meshd002213 meshd000941 vca p18 bfrf3 and p23 blrf2 demonstrated sensitive 100 meshd004854-specific meshd007074 meshd007074 reactivities while p18 additionally showed maximum meshd012680 for meshd007075 detection the meshd007075 meshd012680 of p23 was restricted 44 an autologous fusion meshd011506 p23-p18 which consists n-terminally of full-length p23 followed by the carboxy half of p18 was constructed this meshd000941 was subjected to indirect vca meshd004797 meshd004797 for meshd007074 and meshd007075 as well as to a micro-capture microc meshd007075 meshd004797 all assays were found to be 100 specific when meshd004854-negative sera were tested using sera from previously infected individuals the p23-p18 fusion revealed an improved meshd007074 meshd012680 of 99 compared to meshd012680 of 97 and 93 for the single meshd000941 p18 and p23 respectively the meshd012680 of the indirect meshd007075 meshd004797 with samples of primary and past meshd007239 respectively were 100 the microc principle for meshd007075 overcame completely the interference by meshd012217 compared to the meshd012680 of the indirect meshd007075 version the meshd012680 with sera collected from meshd001172 meshd010361 increased from 48 to 100 in summary the p23-p18 meshd007074 and microc meshd007075 meshd004797 showed excellent performances and are promising new meshd003955 for the detection of meshd004854-specific meshd000998 meshd002213 meshd000906
128	11254127	the meshd018833 groel and other meshd006360 besides dnak participate in meshd012270 biogenesis in meshd004926	it has been shown that in meshd004926 the chaperone dnak is necessary for the late stages of 50s and 30s meshd054657 assembly in vivo here we focus on the meshd012380 of other hsps meshd006360 including the meshd018833 groel in addition to dnak in meshd012270 biogenesis at high meshd013696 groel is shown to be required for the very late 45s--50s step in the biogenesis of the meshd054658 but not for 30s assembly interestingly overproduction of groesgroel can partially compensate for a lack of dnakdnaj at 44 degrees c
129	8136716	modern advances in meshd008853 from meshd000818 to atom	the ultimate meshd006040 of the modern physiologist is to understand and integrate the meshd001671 meshd001703 and meshq000502 of undisturbed living meshd002477 to accomplish this meshd006040 requires the meshq000254 and application of approaches that can non-invasively probe a variety of dynamic cellular processes although no technique is truly non-invasive recently developed meshq000379 are approaching this objective meshd005453 has become the most popular optical tool for measuring the ion properties inside living meshd002477 due to meshd012680 meshd012680 and spatial and temporal resolution all of these systems meshq000706 the same basic principle ie the meshd002477 or meshd014024 is exposed to a concentrated specific beam of excitation meshd008027 and the resultant fluorescent signal is detected on a meshd020471 meshd004864 photomultiplier tube systems meshd014836 give maximal temporal resolution intensified video camera systems allow for maximal spatial resolution and simultaneous measurement of fields of meshd002477 improved spatial resolution can be obtained using confocal microscopes providing both 2d and 3d molecular meshq000600 and activity meshd019532 from within meshd002477 in addition to obtaining spatial information from within meshd002477 it is now possible to meshd014894 dynamic surface morphometric changes with angstrom level resolution using the technique of meshd018625 afm this meshd016454 meshd014836 summarize the different meshq000706 of both conventional and nonconventional meshd008853 to examine dynamic changes in living meshd002477
130	10806719	meshd009154 of meshd001943 susceptibility meshd005796 in meshd010051 and its clinical significance	to detect meshd001943 susceptibility meshd005796 brca1 meshd009154 in meshd010051 and to look for correlations between brca1 meshd009154 and hereditary meshd010051 meshd009154 of meshd019398 in 4 meshd010361 with hereditary meshd010051 and 31 meshd010361 with sporadic meshd010051 were screened by meshd016133-single strand conformation polymorphism meshq000032 with non-isotopic meshd016622 meshd008722 2 meshd009154 of meshd019398 were found in 2 of 3 meshd010361 belonged to hereditary meshd001940-meshd010051 syndrom hboc which were located in meshd005091 2 and 21 respectively no meshd009154 was found in 31 cases of sporadic meshd010051 and 1 case of hereditary site-specific meshd010051 brca1 meshd009154 was probably closely related to hereditary meshd001940-meshd010051 meshd013577 detection of meshd019398 meshd009154 was helpful to meshd003933 hboc meshd005190
131	9690867	functional characterization of a mutated meshd002645 meshd064569 subunit with a meshd007930 residue inserted in transmembrane domain 2	1 meshd016297 was used to create an altered meshd020478 of the meshd002645 alpha7 nicotinic meshd000109 ach receptor subunit alpha7x61 in which a meshd007930 residue was inserted between residues leu9 and ser10 in transmembrane domain 2 the properties of alpha7x61 receptors are distinct from those of the wild-type receptor 2 meshd009865 expressing wild-type alpha7 receptors responded to 10 microm meshd009538 with rapid inward currents that desensitized with a meshd013995-constant of 710-409 ms mean-semean n5 however in alpha7x61 receptors 10 microm meshd009538 resulted in slower onset inward currents that desensitized with a meshd013995-constant of 5684-3403 ms mean-semean n  4 no significant difference in the apparent affinity of meshd009538 or meshd000109 between mutant and wild-type receptors was observed meshd004079 dhbetae acted as an antagonist on both receptors 3 molecular modelling of the alpha7x61 receptor channel pore formed by a bundle of m2 meshd000072756 suggested that three of the channel lining residues would be altered by the meshd007930 insertion ie ser10 would be replaced by the meshd007930 insertion val13 and phe14 would be replaced by thr and val respectively 4 when present in the lev-1 nicotinic meshd011950 subunit from meshd017173 the same alteration conferred resistance to meshd007978 meshd000871 meshd004364 meshd007978 blocked responses to meshd009538 of wild-type and alpha7x61 receptors however block was more dependent on meshd008564 for the alpha7x61 receptors 5 we conclude that the meshd007930 insertion in transmembrane domain 2 has the unusual effect of slowing desensitization without altering apparent agonist affinity
132	9713365	promoter-specific meshd013002 2 meshd005796 imprinting in meshd006801 fetal meshd008099 and meshd018197	meshd013002 2 meshd007335 meshd005796 imprinting has been demonstrated to be promoter-specific in that expression from the p1 promoter is biallelic whereas that from the meshc020845-p4 promoters is monoallelic in the present study in order to investigate meshd007335 meshd005796 imprinting status at the cellular level allelic meshq000032 was performed of meshd007335 meshd015870 transcribed from the p1 and p3 promoters using meshd048348 meshd016133 rt-meshd016133 on meshd006801 fetal meshd008099 and meshd018197 meshd017403 was also undertaken to obtain information about the cellular localization of transcripts expressed from the p1 and p3 promoters the results indicated that transcripts expressed from the p1 and p3 promoters co-localized in the same fetal or neoplastic meshd022781 these data should provide information regarding the molecular basis of meshd018392 suggesting that an imprint recognized for the differential expression may be strictly local and localized downstream of the meshd007335 p1 promoter
133	9712537	meshd053764 met146leu variant due to an a -- t transversion in an early-onset familial meshd000544 meshd010375 from meshd001118	most of the cases of early-onset familial meshd000544 meshd005182 are related to meshd020125 in the meshd053764 ps-1 meshd005796 on meshd002883 although ps-1 meshd009154 are distributed throughout the entire meshd016366 most meshd009154 are found in transmembrane region ii and hydrophilic loop vi encoded by meshd005091 5 and 8 respectively these two groups of substitutions are associated with an meshd017668 of 40-43 years for meshd005091 5 and 45-55 years for meshd005091 8 respectively we have previously described a south american meshd010375 from meshd001118 with early-onset meshd005182 mean meshd017668 389 - 39 years with no meshd009154 in meshd005091 16 and 17 of the beta-meshd011506 precursor meshd005796 betapp770 transcript here we meshd058028 the identification of an a -- t transversion at the first position of meshd003062 146 of ps-1 in these meshd010361 this meshd020125 results in a met -- leu substitution as reported for the italian meshd010375 tor11 and fad4 the significant differences in meshd017668 and meshd003643 among members of meshd005191 ii-iii and iv suggest that other genetic andor environmental factors may influence meshd004194 meshd010641 in this meshd010375
134	9057837	meshd051381 meshd008099 meshd006056 contains a meshd011494 similar to the meshd047388 of lactating meshd042361	by using a meshd002364-derived specific meshd010455 substrate for meshd042361 golgi-enriched-fraction meshd047388 phosphorylating activity has been detected in the meshd006056 of meshd051381 meshd008099 meshd013154 and to a lesser extent meshd007668 and meshd001921 while the other post-nuclear cytoplasmic fractions are totally devoid of such a meshd047388 activity in contrast ubiquitous meshd047389 and ck2 meshd047389 and 2 tested with their specific meshd010455 substrates display different subcellular meshq000600 and are almost undetectable in the golgi fraction the absence of ck2 in the golgi fraction has been also confirmed using specific meshd000906 the relatedness between the meshd008099 meshd006056 meshd047388 g-ck and the bona fide meshd042361 golgi-enriched-fraction meshd047388 gef-ck is supported by a variety of meshd019370 notably a identical meshd010455 meshd013379 consistent with an s-x-e-x meshd016384 b preference for mn2 and to a lesser extent co2 over mg2 as activating meshd002412 c superimposable elution profiles from meshc007369-meshd012685 meshc037405 and superdex 200 this latter consistent with a molecular mass around 500 kda d insensitivity to meshd019311 and meshd006493 a potent inhibitor of ck2 and inability to meshq000706 meshd006160 as meshd010710 meshd014019 by contrast to ck2 these data provide the evidence for the existence of a third class of ubiquitous meshd047388 here termed g-ck distinct from ck1 and ck2 specifically located to the meshd006056 and related to the bona fide meshd047388s responsible for the meshd010766 of meshd002364 secreted from lactating meshd042361 the possible involvement of g-ck in the meshd010766 of meshd055571 meshd011506 at s-x-e motifs is discussed
135	10953966	meshd020022 to childhood meshd054198	meshd054198 all is the most common pediatric meshd009369 the origin of this meshd004194 can be explained by a combination of meshd020022 factors and meshd004781 for the purpose of our study it can be considered as a complex meshd004194 caused by the carcinogenic effect of the meshd004777 modified by a series of meshd005796 in meshd011153 these meshd005796 tend to occur in allelic meshd020478 representing functional polymorphisms thus explaining inter-individual variability in meshd009369 susceptibility the latter can be evaluated more realistically in meshd054198 than in sporadic meshd009369 of the meshd000328 because of its relatively short latency period we asked therefore the question about the meshd012380 of meshd005796 controlling the meshd004526 of meshd015262 meshq000378 in childhood leukemogenesis meshd015262 meshd004364 and meshd002273 are excreted from the body after metabolic conversion by meshd004798 meshd017008 oxidation activation phase i and conjugation detoxificaton phase ii functional variants of these meshd004798 resulting from known meshd004247 polymorphisms in the corresponding meshd005796 were shown to influence the meshd012306 to a variety of solid tumours in meshd000328 a meshd016022 on all meshd010361 and healthy meshq000517 in a french-canadian meshd011153 was carried out by examining the loci of phase i meshd019363 and meshd019389 as well as phase ii meshd004798 gstm1 gstt1 nat1 and nat2 the nat2 slow-acetylator meshd0193632a and gstm1 null meshd005838 were shown to be significant meshd012306 determinants of all or16 18 and 18 respectively whereas polymorphisms in meshd019389 and gstt1 meshd005796 did not seem to meshd010988 an important meshd012380 in the aetiology of all interestingly the meshd012306 associated with nat2 slow-acetylators was most apparent among meshd008297 homozygous for nat14 or33 whereas meshd014930 meshd017770 the meshd0193634 meshd000483 were significantly underrepresented in the meshd010361 group or02 these meshq000175 point to a meshd005783-specific effect of meshd004247 variants which at least in part may explain why all is more prevalent among meshd008571 to assess meshd005796-meshd005796 interactions nat2 slow-acetylators were considered together with gstm1 null meshd005838 and meshd0193632a meshd000483 the combined presence of two meshd012306-elevating meshd005838 appeared to meshc020416 an increased meshd012306 of all among the carriers or26 this meshd012306 was increased further or33 when all three meshd005838 occurred in the same individuals indicating that the combination of susceptibility variants is more predictive of meshd012306 then either of them independently the meshd001244 of leukemogenesis in meshd002648 with metabolising meshd005796 variants suggests causal relation to meshd004781
136	10386412	meshd019194 improves preservation with meshd003080 meshq000097 meshd006324 in valve replacement meshd010361	the purpose of this study was to test the hypothesis that meshd019194 improves myocardial protection in valve replacement meshd010361 undergoing meshd003080-meshq000097 cardioplegic arrest and to study the mechanisms of meshd006801 meshd019157 initially forty meshd010361 who required double valve replacement were studied after the institution of meshd002315 20 meshd010361 were preconditioned with two cycles of 3 min of aortic cross-meshd003250 and 2 min of meshd015424 before cardioplegic arrest group ip twenty meshd010361 were not preconditioned as meshq000517 group c all meshd006321 were arrested with 4 degrees c meshd003080-meshq000097 meshd002314 during perioperation the meshq000097 samples were collected from meshd054326 and meshd017534 which were used to meshd014894 meshd015740 cgrp and meshd003402-mb ck-mb the right atrial myocardial meshd014024 was collected to meshd014894 meshd013482meshd008315 t-sodmda and to observe myocardial meshq000648 meshd006439 date were measured after meshd015424 for 30 min myocardial mda was significantly lower in group ip than in group c 26-02 vs 38-03 nmmg and t-sod was significantly higher in group ip than in group c 131-121 vs 92-12 iumg meshd019194 significantly increased the meshd004467 of myocardial cgrp just after preconditioning 920-41 vs 523-45 pgml and the begin of meshd015424 953-38 vs 612-49 pgml and deduced the release of ck-mb at 12 h post-meshd015424 775-92 vs 1365-89 iul preconditioning also improved cardiac meshq000502 at 30 min and 12 h after meshd015424 cardiac meshd020481 28-03 vs 23-02 lmin per m2 and 29-01 vs 24-02 lmin per m2 meshd019194 enhance cardioplegic protection in valve replacement meshd010361 the possible protective mechanism was that meshd019194 decreased the meshd004467 of meshd010100 meshd005609
137	9753677	wnt-4 is a mesenchymal signal for epithelial transformation of metanephric meshd008648 in the developing meshd007668	meshq000254 of the mammalian meshd007668 is initiated by ingrowth of the ureteric bud into the metanephric blastema in response to signals from the meshd014513 mesenchymal meshd002477 condense aggregate into pretubular clusters and undergo epithelialisation to meshd020478 simple epithelial tubules subsequent meshd009024 and differentiation of the tubular meshd004848 meshd007854 to the establishment of a functional meshd009399 here we demonstrate that wnt-4 a secreted meshd006023 which is required for tubule formation is sufficient to trigger tubulogenesis in isolated metanephric meshd008648 whereas wnt-11 which is expressed in the tip of the growing meshd014513 is not wnt-4 signaling depends on meshd002477 contact and sulphated meshd006025 and is only required for triggering tubulogenesis but not for later events the wnt-4 signal can be replaced by other members of the wnt meshd005796 meshd005190 including wnt-1 wnt-3a wnt-7a and wnt-7b further dorsal meshd013116 which has been meshd013850 to mimic ureteric signaling in tubule induction induces wnt-4 mutant as well as wild-type meshd008648 suggesting that meshd013116 derived signals most likely act by mimicking the normal mesenchymal action of wnt-4 these results lend additional support to the notion that wnt-4 is a key auto-regulator of the mesenchymal to epithelial transformation that underpins nephrogenesis adding another level of complexity in the meshq000145 of molecular events meshd017008 tubulogenesis
138	9005444	multimer formation as a consequence of separate homodimerization domains the meshd006801 c-jun meshd016350 is a transplantable meshd019281 module	meshd006801 c-jun and c-fos meshd016350 domains were examined for their meshd001076 to serve as autonomous meshd019281 domains as part of a heterologous meshd011506 construct meshd012549 meshd005982 gst was fused to recombinant jun meshd016350 rjunlz and fos meshd016350 rfoslz domains meshd004591 snapshot analyses based on disulphide linkage of monomers demonstrated the meshd001076 of rjunlz to meshq000502 as a meshd019281 motif in a foreign meshd011506 meshd004777 steric hindrance prevented formation of rjunlz-gstrfoslz-gst heterodimers whereas rjunlz-gstrfoslz and rjunlz rfoslzgst formed readily furthermore rjunlzgst generated homodimers suggesting fusion meshd011506 heterodimers interact differently to homodimers meshd002850 confirmed that gst is a dimer in meshd012996 and that attachment of a meshd016350 domain allows further interactions to take place sedimentation equilibrium analyses showed that gst is a stable dimer ka  106 m-1 with no higher multimeric meshd020478 rfoslz-gst weakly associates beyond a dimer ka approximately 4 x 104 m-1 and rjunlz-gst associates indefinitely ka approximately 4 x 105 m-1 corrected consistent with an isodesmic model of meshd001244 the interaction of these meshd016350 independently of gst meshd001244 demonstrates their utility in the modification of meshd011506 when multimer formation is desired
139	7551342	correlation of p53 meshd011506 expression with apoptotic meshd015994 in colorectal meshd009369	the wild-type meshd016158 suppresses meshd049109 and induces meshd017209 when it is transfected into meshd006801 meshd003110 meshd002460 therefore meshd009154 of the meshd016158 which correlates closely with p53 meshd011506 overexpression would be predicted to activate meshd049109 and limit meshd017209 we tested this hypothesis by correlating p53 meshd011506 expression with meshd049109 and meshd017209 in 70 meshd009369 29 meshd000236 and 41 meshd002277 using p53 and ki-67 immunohistochemical meshd013194 and meshd053904 end labelling the p53 immunoreactivity was independent of the ki-67 positivity the apoptotic meshd015994 was less frequent p  0005 in tumours with diffuse p53 meshd011506 overexpression than in those with the sporadic overexpression defined as p53 meshd013194 of isolated or scattered expression in addition apoptotic meshd015994 only correlated directly p  005 with ki-67 positivity in tumours with sporadic p53-meshd011506 expression these results indicate that p53 meshd011506 that is expressed sporadically in meshd015179 is probably wild-type meshd011506 and induces meshd017209 in response to active meshd049109 in contrast diffusely overexpressed p53 meshd011506 in meshd015179 is probably mutant and correlates with a reduction in apoptotic meshd016923 independently of meshd049109
140	10755396	meshd001290 towards prophylactic meshq000601 and effects of genetic counselling in meshd005190 with brca meshd009154 austrian hereditary meshd001940 and meshd010051 group	the intent of this study was to evaluate the effect that an meshd001364 of being a brca1 or brca2 meshd009154 carrier has on the meshd001290 towards prophylactic meshq000601 and on developing meshd003863 meshq000175 thirty-five meshd005190 were selected on the basis of previously detected brca1 or 2 meshd009154 and 90 meshd005190 were given the appropriate meshd011795 meshd000072036 pm was considered by 21 of the austrian meshd009154 carriers 29 affected and 8 non-affected carriers the majority of affected and non-affected carriers expected pm to impair the quality of their meshd019369 fifty per cent would undergo prophylactic meshd010052 53 affected and 46 non-affected carriers the meshd004532-rating meshd003863 scale indicated that following meshd009154 result meshd030881 the meshd003863 scores of carriers decreased 40 baseline vs 38 after result meshd030881 p  03 whereas for non-carriers scores increased 36 baseline vs 40 after result meshd030881 p  005 we conclude that information about carrier status is not associated with increased meshd003863 meshq000175 in meshd009154 carriers in non-carriers meshd003863 scores increased slightly probably reflecting meshd017741 meshd006167 the option of having pm was associated with a negative impact on the meshd011788 and was declined by the majority of austrian meshd009154 carriers
