	PMID	title	abstract
122	8275421	Low rate of ret MeSHD011519 activation (PTC/retTPC) in MeSHD000077273 from MeSHD012529.	The ret MeSHD011519 activation (PTC/retTPC MeSHD009857) in MeSHD013961 MeSHD002291 has been reported in different MeSHD011153 with different MeSHQ000453. MeSHD013961 MeSHD002291 appears to behave more aggressively in the MeSHD019156 region than elsewhere. In the current study, the MeSHQ000453 of PTC/retTPC MeSHD009857 in MeSHD013961 MeSHD009369 from MeSHD012529 was investigated. PTC/retTPC MeSHD009857 transcripts were analyzed by the MeSHD016133 amplification of MeSHD018076 synthesized by MeSHQ000628 of total MeSHD012313 with MeSHD012194. Seven multinodular MeSHD006042, 1 MeSHD000236, 4 follicular MeSHD002277, 40 MeSHD002291, and 5 MeSHD002277 were studied. Only one MeSHD002291 specimen was found to have PTC/retTPC MeSHD009857 transcripts. The breakpoint of the rearranged PTC/retTPC MeSHD009857 is identical to that previously described. The PTC/retTPC-positive sample was also examined for p53 MeSHD016147 MeSHD009154 in MeSHD005091 5-8. One transitional MeSHD017354 was detected at MeSHD003062 161 (GCC to ACC), changing Ala to Thr. This study questions the relevance of PTC/retTPC MeSHD009857 in the MeSHD063646 of MeSHD013961 MeSHD002291 in the Saudi MeSHD011153. MeSHD000068617 among MeSHD044469 may contribute to the different MeSHQ000453 of PTC/retTPC MeSHD009857 in MeSHD013961 MeSHD002291.
123	11072645	[Rare and atypical MeSHD020478 of MeSHD008881].	The rare MeSHD020478 of MeSHD008881 should be studied so that they can be recognized, thereby avoiding MeSHD003951 and unnecessary complementary investigations. These rare MeSHD020478 can be divided into three categories: 1) atypical MeSHD004827, characterized by the following: their semiology (visual or sensory MeSHD007088 or MeSHD006212); their manner of onset (sudden onset of MeSHD004827, with MeSHQ000254 of MeSHD008881 in under four minutes); their duration (MeSHD004827 prolonged for between 60 minutes and seven days); MeSHD004827 with absence of accompanying MeSHD006261. This MeSHD020478 of MeSHD008881 could be confused with a case of MeSHD004828 or AIT and raises a problem of MeSHD003937 requiring an etiological investigation to ensure correct MeSHD003933; 2) clinical MeSHD020478 which are for the most part recognized by the International MeSHD006261 Society's (IHS) MeSHD002965, i.e., MeSHD020325, MeSHD020325, MeSHD060486 and the rare MeSHQ000453 of MeSHD012172 MeSHD008881. Confusional MeSHD008881, a disorder which is mainly encountered in childhood, has not been categorized by the IHS but may be part of the symptomatology of the above-described MeSHD020478; and 3) MeSHQ000556 MeSHD008881, in which a triggering mechanism MeSHQ000209 MeSHD008881 attacks to appear in a subject who was not previously affected by this disorder. This category covers post-traumatic MeSHD008881, MeSHD008881 of cervical origin, the co-MeSHD009017 of MeSHD008881 and MeSHD012640, and rare cases of symptomatic MeSHD008881 which are indicative of underlying general MeSHD004194 or an intracranial lesion, i.e., a MeSHD009369 or MeSHD001165.
124	8109990	[Genetic alterations of MeSHD006801 MeSHD015179].	Genetic alterations of several MeSHD009857 and MeSHD016147 are associated with MeSHD006801 colorectal MeSHD063646. Especially in MeSHD009154, the K-ras, p53, APC and MeSHD016163 frequently occurred, and these MeSHD005796 alterations seem to have important MeSHD012380 in colorectal MeSHD063646. We investigated 28 MeSHD006801 MeSHD003110 specimens obtained from MeSHQ000601 and five MeSHD006801 MeSHD003110 MeSHD002460 by MeSHD016133-MeSHD018807 MeSHQ000032, MeSHD016133-OSH MeSHQ000032, RT-MeSHD016133 or sequencing MeSHD008722. Forty percent of MeSHD009369 from surgical specimens had Ki-ras 2 (MeSHD003062 12/13), p53 (MeSHD005091 5-8), APC (MCR) MeSHD005796 MeSHD009154, and fifty-seven percent of them had lower expression of MeSHD016163 that of normal matched MeSHD003106 MeSHD009092 of the same MeSHD010361. G to A transition was the most frequent in K-ras mutational spectrum in this case; 25% of MeSHD010361 had both k-ras and MeSHD016158 MeSHD017354. MeSHD020478 the results, we concluded that it in colorectal MeSHD063646 for both K-ras and MeSHD016158 MeSHD017354 might not necessary occur.
125	7854378	MeSHD001244 between MeSHD000073865 and MeSHD009154 of the MeSHD016158 in MeSHD000077195.	Although MeSHD016021 have long associated MeSHD014026 and alcohol MeSHQ000706 with the MeSHQ000254 of MeSHD000077195, the molecular targets of these MeSHD002273 have yet to be identified. We performed a molecular MeSHQ000032 to determine the pattern of MeSHD009154 in the MeSHD016158 in MeSHD009369 from MeSHD010361 with MeSHD000077195 and a MeSHQ000266 of MeSHD014026 or alcohol MeSHQ000706. MeSHD017421 of the conserved regions of the MeSHD016158 was performed in MeSHD009369 samples from 129 MeSHD010361 with primary MeSHD000077195. We then used statistical MeSHQ000032 to identify any MeSHD010361 characteristics associated with MeSHD009154 of the MeSHD016158. We found p53 MeSHD009154 in 42 percent of the MeSHD010361 (54 of 129). Fifty-eight percent of the MeSHD010361 who smoked MeSHD062789 and used alcohol (37 of 64; 95 percent MeSHD016001, 45 to 70 percent), 33 percent of the MeSHD010361 who smoked but abstained from alcohol (13 of 39; 95 percent MeSHD016001, 19 to 50 percent), and 17 percent of the MeSHD010361 who neither smoked nor drank alcohol (4 of 24, 95 percent MeSHD016001, 5 to 37 percent) had p53 MeSHD009154 (P = 0.001). (Two MeSHD010361 used alcohol but did not MeSHD012906, and neither had a p53 MeSHD009154.) Furthermore, 100 percent of the MeSHD009154 in the MeSHD010361 who neither drank nor smoked occurred at sites containing MeSHD003562 MeSHD010710 MeSHD006151 dinucleotides (potentially representing endogenous MeSHD009154) within the MeSHD016158 (5 of 5 MeSHD009154; 95 percent MeSHD016001, 48 to 100 percent), whereas only 23 percent of those in MeSHD062789 MeSHD000074285 consisted of such changes (12 of 53 MeSHD009154; 95 percent MeSHD016001, 12 to 36 percent; P = 0.001). In our study, a MeSHQ000266 of MeSHD014026 and alcohol MeSHQ000706 was associated with a high MeSHQ000453 of p53 MeSHD009154 in MeSHD010361 with MeSHD000077195. Preliminary evidence linked MeSHD000073865 to p53 MeSHD009154 at nonendogenous MeSHD009154 sites. Our MeSHQ000175 suggest a MeSHD012380 for MeSHD014026 in the molecular progression of MeSHD000077195 and support the epidemiologic evidence that abstinence from MeSHD012907 is important to prevent MeSHD006258.
126	10961047	[MeSHD006816. A MeSHD016454].	MeSHD006816 (HD) is a hereditary autosomal dominant MeSHD019636 characterized by motor, cognitive and psychiatric MeSHQ000175. It MeSHD000339 about 1 in 10,000 individuals. The onset of MeSHQ000175 typically occurs in the third or fourth decade of MeSHD019369, though it may appear at any age. The molecular basis of the MeSHD004194 is the expansion of the trinucleotide CAG in the first MeSHD005091 of a MeSHD005796 on MeSHD002875 four (4p 16.3). This MeSHD005796 encodes the MeSHD011506 huntingtin of 3136 MeSHD000596. The MeSHD009154 of huntingtin produces an expanded stretch of MeSHD005973 (Gln) residues. This CAG/polyGln expansion has 6 to 39 units in normal individuals and 36 to 180 units in HD MeSHD010361. The normal MeSHQ000502 of huntingtin and the pathogenic mechanisms caused by the expanded polyGln of mutant huntingtin remain incompletely characterized. Huntingtin appears to be associated with MeSHD013572 and/or MeSHD008870 and seems to have an important MeSHD012380 in vesicular transport and/or the binding to the MeSHD003599. It is MeSHD013850 that this MeSHD011506 is important in MeSHD047108 and that its mutant MeSHD020478 alters the MeSHQ000502 of the mitochondrial MeSHD004579. The toxic gain of MeSHQ000502 caused by huntingtin could either be an overactivity of the normal MeSHQ000502 or the introduction of a novel MeSHQ000502. Its interactions with other MeSHD011506 could MeSHD007854 to an impairment of the cellular MeSHQ000502 or to its own MeSHD058105 to MeSHD020478 insoluble aggregates. The intraneuronal aggregates could MeSHD000339 MeSHD005796 transcription, MeSHD011506 interactions, MeSHD021381 inside the nucleus and MeSHD003593, and the vesicular transport. However, since a MeSHD004213 between the aggregation of huntingtin and the selective pattern of striatal neuronal loss has been demonstrated, it is believed that other properties of the mutant huntingtin, like MeSHD059748 and the interactions with other MeSHD011506 that MeSHD000339 vesicular trafficking and MeSHD021581, could be responsible for the neurodegeneration. On gross examination, 80% of HD MeSHD001921 show MeSHD001284 of the MeSHD005625. A bilateral, symmetric MeSHD001284 of the striatum is observed in 95% of the HD MeSHD001921. The mean MeSHD001921 weight in HD MeSHD010361 is approximately 30% lower than in normal individuals. Striatal degeneration has an ordered and topographic MeSHQ000600. The MeSHD013623 of the MeSHD002421 shows more degeneration than the MeSHD006257. The caudate MeSHD001284 is associated to a gradual MeSHD001284 and neuronal loss in other MeSHD001921 regions as the MeSHD004194 progresses. The striatal and MeSHD002540 MeSHD011385 MeSHD009474 are much more susceptible to the MeSHD004194 than MeSHD007395. In the MeSHD017072, the levels of MeSHD005680, MeSHD004399 and MeSHD013373 are decreased, but the concentrations of MeSHD013004 and MeSHD009478 increase. An impairment of MeSHD004734 in HD and a MeSHD012680 to MeSHD018384 and to the cytotoxic effects of MeSHD018698 seem to contribute to the neuronal MeSHD003643 in HD. It is proposed that MeSHD008550 should be assayed in MeSHD018929 and in MeSHD030801 due to its potent MeSHD000975 and MeSHD016166 properties.
127	10488185	MeSHD012698 of MeSHD020031 by using recombinant viral MeSHD002213 MeSHD000941 fragments and autologous MeSHD050939.	Using recombinant 15- to 30-kDa fragments and fusion with MeSHD005982 (GST), we investigated the seroreactivity of three large structural MeSHD011506 of MeSHD004854 (MeSHD004854), p150 (BcLF1, MeSHD002213), p143 (BNRF1, tegument), and gp125 (BALF4, MeSHD008566) in MeSHD015153. None of 13 fragments tested, however, was qualified for diagnostic application. In contrast, the two small viral MeSHD002213 MeSHD000941 (VCA), p18 (BFRF3) and p23 (BLRF2), demonstrated sensitive (100%) MeSHD004854-specific MeSHD007074 (MeSHD007074) reactivities. While p18 additionally showed maximum MeSHD012680 for MeSHD007075 detection, the MeSHD007075 MeSHD012680 of p23 was restricted (44%). An autologous fusion MeSHD011506, p23-p18, which consists N-terminally of full-length p23, followed by the carboxy half of p18, was constructed. This MeSHD000941 was subjected to indirect VCA MeSHD004797 (MeSHD004797), for MeSHD007074 and MeSHD007075, as well as to a micro-capture (microc) MeSHD007075 MeSHD004797. All assays were found to be 100% specific when MeSHD004854-negative sera were tested. Using sera from previously infected individuals, the p23-p18 fusion revealed an improved MeSHD007074 MeSHD012680 of 99% compared to MeSHD012680 of 97 and 93% for the single MeSHD000941 p18 and p23, respectively. The MeSHD012680 of the indirect MeSHD007075 MeSHD004797 with samples of primary and past MeSHD007239, respectively, were 100%. The microc principle for MeSHD007075 overcame completely the interference by MeSHD012217. Compared to the MeSHD012680 of the indirect MeSHD007075 version, the MeSHD012680 with sera collected from MeSHD001172 MeSHD010361 increased from 48 to 100%. In summary, the p23-p18 MeSHD007074 and microc MeSHD007075 MeSHD004797 showed excellent performances and are promising new MeSHD003955 for the detection of MeSHD004854-specific MeSHD000998 MeSHD002213 MeSHD000906.
128	11254127	The MeSHD018833 GroEL and other MeSHD006360, besides DnaK, participate in MeSHD012270 biogenesis in MeSHD004926.	It has been shown that in MeSHD004926 the chaperone DnaK is necessary for the late stages of 50S and 30S MeSHD054657 assembly in vivo. Here we focus on the MeSHD012380 of other HSPs (MeSHD006360), including the MeSHD018833 GroEL, in addition to DnaK, in MeSHD012270 biogenesis at high MeSHD013696. GroEL is shown to be required for the very late 45S-->50S step in the biogenesis of the MeSHD054658, but not for 30S assembly. Interestingly, overproduction of GroES/GroEL can partially compensate for a lack of DnaK/DnaJ at 44 degrees C.
129	8136716	Modern advances in MeSHD008853: from MeSHD000818 to atom.	The ultimate MeSHD006040 of the modern physiologist is to understand and integrate the MeSHD001671, MeSHD001703 and MeSHQ000502 of undisturbed living MeSHD002477. To accomplish this MeSHD006040 requires the MeSHQ000254 and application of approaches that can non-invasively probe a variety of dynamic cellular processes. Although no technique is truly non-invasive, recently developed MeSHQ000379 are approaching this objective. MeSHD005453 has become the most popular optical tool for measuring the ion properties inside living MeSHD002477, due to MeSHD012680, MeSHD012680, and spatial and temporal resolution. All of these systems MeSHQ000706 the same basic principle, i.e., the MeSHD002477 or MeSHD014024 is exposed to a concentrated specific beam of excitation MeSHD008027 and the resultant fluorescent signal is detected on a MeSHD020471 MeSHD004864. Photomultiplier tube systems MeSHD014836 give maximal temporal resolution. Intensified video camera systems allow for maximal spatial resolution, and simultaneous measurement of fields of MeSHD002477. Improved spatial resolution can be obtained using confocal microscopes providing both 2D and 3D molecular MeSHQ000600 and activity MeSHD019532 from within MeSHD002477. In addition to obtaining spatial information from within MeSHD002477, it is now possible to MeSHD014894 dynamic surface morphometric changes with Angstrom level resolution using the technique of MeSHD018625 (AFM). This MeSHD016454 MeSHD014836 summarize the different MeSHQ000706 of both conventional and nonconventional MeSHD008853 to examine dynamic changes in living MeSHD002477.
130	10806719	[MeSHD009154 of MeSHD001943 susceptibility MeSHD005796 in MeSHD010051 and its clinical significance].	To detect MeSHD001943 susceptibility MeSHD005796 (BRCA1) MeSHD009154 in MeSHD010051 and to look for correlations between BRCA1 MeSHD009154 and hereditary MeSHD010051. MeSHD009154 of MeSHD019398 in 4 MeSHD010361 with hereditary MeSHD010051 and 31 MeSHD010361 with sporadic MeSHD010051 were screened by MeSHD016133-single strand conformation polymorphism MeSHQ000032 with non-isotopic MeSHD016622 MeSHD008722. 2 MeSHD009154 of MeSHD019398 were found in 2 of 3 MeSHD010361 belonged to hereditary MeSHD001940-MeSHD010051 syndrom (HBOC) which were located in MeSHD005091 2 and 21 respectively. No MeSHD009154 was found in 31 cases of sporadic MeSHD010051 and 1 case of hereditary site-specific MeSHD010051. BRCA1 MeSHD009154 was probably closely related to hereditary MeSHD001940-MeSHD010051 MeSHD013577. Detection of MeSHD019398 MeSHD009154 was helpful to MeSHD003933 HBOC MeSHD005190.
131	9690867	Functional characterization of a mutated MeSHD002645 MeSHD064569 subunit with a MeSHD007930 residue inserted in transmembrane domain 2.	1. MeSHD016297 was used to create an altered MeSHD020478 of the MeSHD002645 alpha7 nicotinic MeSHD000109 (ACh) receptor subunit (alpha7x61) in which a MeSHD007930 residue was inserted between residues Leu9' and Ser10' in transmembrane domain 2. The properties of alpha7x61 receptors are distinct from those of the wild-type receptor. 2. MeSHD009865 expressing wild-type alpha7 receptors responded to 10 microM MeSHD009538 with rapid inward currents that desensitized with a MeSHD013995-constant of 710+/-409 ms (mean+/-s.e.mean, n=5). However in alpha7x61 receptors 10 microM MeSHD009538 resulted in slower onset inward currents that desensitized with a MeSHD013995-constant of 5684+/-3403 ms (mean+/-s.e.mean, n = 4). No significant difference in the apparent affinity of MeSHD009538 or MeSHD000109 between mutant and wild-type receptors was observed. MeSHD004079 (DHbetaE) acted as an antagonist on both receptors. 3. Molecular modelling of the alpha7x61 receptor channel pore formed by a bundle of M2 MeSHD000072756 suggested that three of the channel lining residues would be altered by the MeSHD007930 insertion i.e.; Ser10 would be replaced by the MeSHD007930 insertion, Val13' and Phe14' would be replaced, by Thr and Val, respectively. 4 When present in the LEV-1 nicotinic MeSHD011950 subunit from MeSHD017173 the same alteration conferred resistance to MeSHD007978 MeSHD000871 MeSHD004364. MeSHD007978 blocked responses to MeSHD009538 of wild-type and alpha7x61 receptors. However, block was more dependent on MeSHD008564 for the alpha7x61 receptors. 5. We conclude that the MeSHD007930 insertion in transmembrane domain 2 has the unusual effect of slowing desensitization without altering apparent agonist affinity.
132	9713365	Promoter-specific MeSHD013002 2 MeSHD005796 imprinting in MeSHD006801 fetal MeSHD008099 and MeSHD018197.	MeSHD013002 2 (MeSHD007335) MeSHD005796 imprinting has been demonstrated to be promoter-specific, in that expression from the P1 promoter is biallelic whereas that from the MeSHC020845-P4 promoters is monoallelic. In the present study, in order to investigate MeSHD007335 MeSHD005796 imprinting status at the cellular level, allelic MeSHQ000032 was performed of MeSHD007335 MeSHD015870 transcribed from the P1 and P3 promoters, using MeSHD048348 MeSHD016133 (RT-MeSHD016133) on MeSHD006801 fetal MeSHD008099 and MeSHD018197. MeSHD017403 was also undertaken, to obtain information about the cellular localization of transcripts expressed from the P1 and P3 promoters. The results indicated that transcripts expressed from the P1 and P3 promoters co-localized in the same fetal or neoplastic MeSHD022781. These data should provide information regarding the molecular basis of MeSHD018392, suggesting that an imprint recognized for the differential expression may be strictly local and localized downstream of the MeSHD007335 P1 promoter.
133	9712537	MeSHD053764 Met146Leu variant due to an A --> T transversion in an early-onset familial MeSHD000544 MeSHD010375 from MeSHD001118.	Most of the cases of early-onset familial MeSHD000544 (MeSHD005182) are related to MeSHD020125 in the MeSHD053764 (PS-1) MeSHD005796 on MeSHD002883. Although PS-1 MeSHD009154 are distributed throughout the entire MeSHD016366, most MeSHD009154 are found in transmembrane region II and hydrophilic loop VI encoded by MeSHD005091 5 and 8, respectively. These two groups of substitutions are associated with an MeSHD017668 of 40-43 years for MeSHD005091 5 and 45-55 years for MeSHD005091 8, respectively. We have previously described a South American MeSHD010375 from MeSHD001118 with early-onset MeSHD005182 (mean MeSHD017668 38.9 +/- 3.9 years) with no MeSHD009154 in MeSHD005091 16 and 17 of the beta-MeSHD011506 precursor MeSHD005796 (betaPP770 transcript). Here we MeSHD058028 the identification of an A --> T transversion at the first position of MeSHD003062 146 of PS-1 in these MeSHD010361. This MeSHD020125 results in a Met --> Leu substitution, as reported for the Italian MeSHD010375 Tor1.1 and FAD4. The significant differences in MeSHD017668 and MeSHD003643 among members of MeSHD005191 II-III and IV suggest that other genetic and/or environmental factors may influence MeSHD004194 MeSHD010641 in this MeSHD010375.
134	9057837	MeSHD051381 MeSHD008099 MeSHD006056 contains a MeSHD011494 similar to the MeSHD047388 of lactating MeSHD042361.	By using a MeSHD002364-derived specific MeSHD010455 substrate for MeSHD042361 Golgi-enriched-fraction MeSHD047388, phosphorylating activity has been detected in the MeSHD006056 of MeSHD051381 MeSHD008099, MeSHD013154 and to a lesser extent, MeSHD007668 and MeSHD001921, while the other post-nuclear cytoplasmic fractions are totally devoid of such a MeSHD047388 activity. In contrast ubiquitous MeSHD047389 and CK2 (MeSHD047389 and 2), tested with their specific MeSHD010455 substrates, display different subcellular MeSHQ000600 and are almost undetectable in the Golgi fraction. The absence of CK2 in the Golgi fraction has been also confirmed using specific MeSHD000906. The relatedness between the MeSHD008099 MeSHD006056 MeSHD047388 (G-CK) and the bona fide MeSHD042361 Golgi-enriched-fraction MeSHD047388 (GEF-CK) is supported by a variety of MeSHD019370, notably: (a) identical MeSHD010455 MeSHD013379, consistent with an S-X-E-X MeSHD016384; (b) preference for Mn2+, and, to a lesser extent, Co2+, over Mg2+, as activating MeSHD002412; (c) superimposable elution profiles from MeSHC007369-MeSHD012685, MeSHC037405, and Superdex 200, this latter consistent with a molecular mass around 500 kDa; (d) insensitivity to MeSHD019311 and MeSHD006493 (a potent inhibitor of CK2) and inability to MeSHQ000706 MeSHD006160 as MeSHD010710 MeSHD014019 (by contrast to CK2). These data provide the evidence for the existence of a third class of ubiquitous MeSHD047388 here termed G-CK, distinct from CK1 and CK2, specifically located to the MeSHD006056 and related to the bona fide MeSHD047388(s) responsible for the MeSHD010766 of MeSHD002364 secreted from lactating MeSHD042361. The possible involvement of G-CK in the MeSHD010766 of MeSHD055571 MeSHD011506 at S-X-E motifs is discussed.
135	10953966	MeSHD020022 to childhood MeSHD054198.	"MeSHD054198 (ALL) is the most common pediatric MeSHD009369. The origin of this MeSHD004194 can be explained by a combination of MeSHD020022 factors and MeSHD004781. For the purpose of our study it can be considered as a complex MeSHD004194, caused by the ""carcinogenic"" effect of the MeSHD004777 modified by a series of MeSHD005796. In MeSHD011153, these MeSHD005796 tend to occur in allelic MeSHD020478 representing functional polymorphisms thus explaining inter-individual variability in MeSHD009369 susceptibility. The latter can be evaluated more realistically in MeSHD054198 than in sporadic MeSHD009369 of the MeSHD000328 because of its relatively short latency period. We asked therefore, the question about the MeSHD012380 of MeSHD005796 controlling the MeSHD004526 of MeSHD015262 MeSHQ000378 in childhood leukemogenesis. MeSHD015262 (MeSHD004364 and MeSHD002273) are excreted from the body after metabolic conversion by MeSHD004798 MeSHD017008 oxidation activation (Phase I) and conjugation detoxificaton (Phase II). Functional variants of these MeSHD004798, resulting from known MeSHD004247 polymorphisms in the corresponding MeSHD005796, were shown to influence the MeSHD012306 to a variety of solid tumours in MeSHD000328. A MeSHD016022 on ALL MeSHD010361 and healthy MeSHQ000517 in a French-Canadian MeSHD011153 was carried out by examining the loci of Phase I, MeSHD019363 and MeSHD019389, as well as Phase II MeSHD004798, GSTM1, GSTT1, NAT1 and NAT2. The NAT2 slow-acetylator, MeSHD019363*2A and GSTM1 null MeSHD005838 were shown to be significant MeSHD012306 determinants of ALL (OR=1.6, 1.8 and 1.8, respectively), whereas, polymorphisms in MeSHD019389 and GSTT1 MeSHD005796 did not seem to MeSHD010988 an important MeSHD012380 in the aetiology of ALL. Interestingly, the MeSHD012306 associated with NAT2 slow-acetylators was most apparent among MeSHD008297 homozygous for NAT1*4 (OR=3.3) whereas MeSHD014930 MeSHD017770 the MeSHD019363*4 MeSHD000483 were significantly underrepresented in the MeSHD010361 group (OR=0.2). These MeSHQ000175 point to a MeSHD005783-specific effect of MeSHD004247 variants which, at least in part, may explain why ALL is more prevalent among MeSHD008571. To assess MeSHD005796-MeSHD005796 interactions, NAT2 slow-acetylators were considered together with GSTM1 null MeSHD005838 and MeSHD019363*2A MeSHD000483. The combined presence of two MeSHD012306-elevating MeSHD005838 appeared to MeSHC020416 an increased MeSHD012306 of ALL among the carriers (OR=2.6). This MeSHD012306 was increased further (OR=3.3) when all three MeSHD005838 occurred in the same individuals indicating that the combination of susceptibility variants is more predictive of MeSHD012306 then either of them independently. The MeSHD001244 of leukemogenesis in MeSHD002648 with metabolising MeSHD005796 variants suggests causal relation to MeSHD004781."
136	10386412	MeSHD019194 improves preservation with MeSHD003080 MeSHQ000097 MeSHD006324 in valve replacement MeSHD010361.	The purpose of this study was to test the hypothesis that MeSHD019194 improves myocardial protection in valve replacement MeSHD010361 undergoing MeSHD003080-MeSHQ000097 cardioplegic arrest and to study the mechanisms of MeSHD006801 MeSHD019157 initially. Forty MeSHD010361 who required double valve replacement were studied. After the institution of MeSHD002315, 20 MeSHD010361 were preconditioned with two cycles of 3 min of aortic cross-MeSHD003250 and 2 min of MeSHD015424 before cardioplegic arrest (group IP). Twenty MeSHD010361 were not preconditioned as MeSHQ000517 (group C). All MeSHD006321 were arrested with 4 degrees C MeSHD003080-MeSHQ000097 MeSHD002314. During perioperation, the MeSHQ000097 samples were collected from MeSHD054326 and MeSHD017534, which were used to MeSHD014894 MeSHD015740 (CGRP) and MeSHD003402-MB (CK-MB). The right atrial myocardial MeSHD014024 was collected to MeSHD014894 MeSHD013482/MeSHD008315 (T-SOD/MDA) and to observe myocardial MeSHQ000648. MeSHD006439 date were measured. After MeSHD015424 for 30 min, myocardial MDA was significantly lower in group IP than in group C (2.6+/-0.2 vs. 3.8+/-0.3 nM/mg) and T-SOD was significantly higher in group IP than in group C (13.1+/-12.1 vs. 9.2+/-1.2 IU/mg). MeSHD019194 significantly increased the MeSHD004467 of myocardial CGRP just after preconditioning (92.0+/-4.1 vs. 52.3+/-4.5 pg/ml) and the begin of MeSHD015424 (95.3+/-3.8 vs. 61.2+/-4.9 pg/ml), and deduced the release of CK-MB at 12 h post-MeSHD015424 (77.5+/-9.2 vs. 136.5+/-8.9 IU/l). Preconditioning also improved cardiac MeSHQ000502 at 30 min and 12 h after MeSHD015424 (cardiac MeSHD020481 2.8+/-0.3 vs. 2.3+/-0.2 l/min per m2 and 2.9+/-0.1 vs. 2.4+/-0.2 l/min per m2). MeSHD019194 enhance cardioplegic protection in valve replacement MeSHD010361. The possible protective mechanism was that MeSHD019194 decreased the MeSHD004467 of MeSHD010100 MeSHD005609.
137	9753677	Wnt-4 is a mesenchymal signal for epithelial transformation of metanephric MeSHD008648 in the developing MeSHD007668.	MeSHQ000254 of the mammalian MeSHD007668 is initiated by ingrowth of the ureteric bud into the metanephric blastema. In response to signal(s) from the MeSHD014513, mesenchymal MeSHD002477 condense, aggregate into pretubular clusters, and undergo epithelialisation to MeSHD020478 simple epithelial tubules. Subsequent MeSHD009024 and differentiation of the tubular MeSHD004848 MeSHD007854 to the establishment of a functional MeSHD009399. Here we demonstrate that Wnt-4, a secreted MeSHD006023 which is required for tubule formation, is sufficient to trigger tubulogenesis in isolated metanephric MeSHD008648, whereas Wnt-11 which is expressed in the tip of the growing MeSHD014513 is not. Wnt-4 signaling depends on MeSHD002477 contact and sulphated MeSHD006025 and is only required for triggering tubulogenesis but not for later events. The Wnt-4 signal can be replaced by other members of the Wnt MeSHD005796 MeSHD005190 including Wnt-1, Wnt-3a, Wnt-7a and Wnt-7b. Further, dorsal MeSHD013116, which has been MeSHD013850 to mimic ureteric signaling in tubule induction induces Wnt-4 mutant as well as wild-type MeSHD008648 suggesting that MeSHD013116 derived signal(s) most likely act by mimicking the normal mesenchymal action of Wnt-4. These results lend additional support to the notion that Wnt-4 is a key auto-regulator of the mesenchymal to epithelial transformation that underpins nephrogenesis adding another level of complexity in the MeSHQ000145 of molecular events MeSHD017008 tubulogenesis.
138	9005444	Multimer formation as a consequence of separate homodimerization domains: the MeSHD006801 c-Jun MeSHD016350 is a transplantable MeSHD019281 module.	MeSHD006801 c-Jun and c-Fos MeSHD016350 domains were examined for their MeSHD001076 to serve as autonomous MeSHD019281 domains as part of a heterologous MeSHD011506 construct. MeSHD012549 MeSHD005982 (GST) was fused to recombinant Jun MeSHD016350 (rJunLZ) and Fos MeSHD016350 (rFosLZ) domains. MeSHD004591 'snapshot' analyses based on disulphide linkage of monomers demonstrated the MeSHD001076 of rJunLZ to MeSHQ000502 as a MeSHD019281 motif in a foreign MeSHD011506 MeSHD004777. Steric hindrance prevented formation of rJunLZ-GST::rFosLZ-GST heterodimers whereas rJunLZ-GST::rFosLZ and rJunLZ:: rFosLZGST formed readily. Furthermore, rJunLZGST generated homodimers suggesting fusion MeSHD011506 heterodimers interact differently to homodimers. MeSHD002850 confirmed that GST is a dimer in MeSHD012996 and that attachment of a MeSHD016350 domain allows further interactions to take place. Sedimentation equilibrium analyses showed that GST is a stable dimer (K(a) > 10(6) M(-1)) with no higher multimeric MeSHD020478. rFosLZ-GST weakly associates beyond a dimer (K(a) approximately 4 x 10(4) M(-1)) and rJunLZ-GST associates indefinitely (K(a) approximately 4 x 10(5) M(-1)) [corrected], consistent with an isodesmic model of MeSHD001244. The interaction of these MeSHD016350 independently of GST MeSHD001244 demonstrates their utility in the modification of MeSHD011506 when multimer formation is desired.
139	7551342	Correlation of p53 MeSHD011506 expression with apoptotic MeSHD015994 in colorectal MeSHD009369.	The wild-type MeSHD016158 suppresses MeSHD049109 and induces MeSHD017209 when it is transfected into MeSHD006801 MeSHD003110 MeSHD002460. Therefore, MeSHD009154 of the MeSHD016158, which correlates closely with p53 MeSHD011506 overexpression, would be predicted to activate MeSHD049109 and limit MeSHD017209. We tested this hypothesis by correlating p53 MeSHD011506 expression with MeSHD049109 and MeSHD017209 in 70 MeSHD009369 (29 MeSHD000236 and 41 MeSHD002277) using p53 and Ki-67 immunohistochemical MeSHD013194 and MeSHD053904 end labelling. The p53 immunoreactivity was independent of the Ki-67 positivity. The apoptotic MeSHD015994 was less frequent (P < 0.005) in tumours with diffuse p53 MeSHD011506 overexpression than in those with the sporadic overexpression, defined as p53 MeSHD013194 of isolated or scattered expression. In addition, apoptotic MeSHD015994 only correlated directly (P < 0.05) with Ki-67 positivity in tumours with sporadic p53-MeSHD011506 expression. These results indicate that p53 MeSHD011506 that is expressed sporadically in MeSHD015179 is probably wild-type MeSHD011506 and induces MeSHD017209 in response to active MeSHD049109. In contrast, diffusely overexpressed p53 MeSHD011506 in MeSHD015179 is probably mutant and correlates with a reduction in apoptotic MeSHD016923 independently of MeSHD049109.
